cruise,date_time_utc,latitude,longitude,sample_id,replicate,vol_filtered,vol_extracted,Fs,r,fo,fa,blank,fo_blank,fa_blank,fo_fa,chl,phaeo
en661,2/7/21 22:10,,,17,b,152,6,0.8134,2.2163,158,90.1,0.92,157.08,89.18,1.75,3.97,2.37
en661,2/7/21 22:10,,,17,c,152,6,0.8134,2.2163,171,92.2,0.92,170.08,91.28,1.85,4.61,1.89
en661,2/7/21 23:47,,,18,a,152,6,0.8134,2.2163,227,130,0.92,226.08,129.08,1.75,5.67,3.51
en661,2/7/21 23:47,,,18,b,152,6,0.8134,2.2163,232,131,0.92,231.08,130.08,1.77,5.91,3.35
en661,2/7/21 23:47,,,18,c,152,6,0.8134,2.2163,235,128,0.92,234.08,127.08,1.84,6.26,2.78
en661,2/8/21 0:03,,,19,a,152,6,0.8134,2.2163,215,122,0.92,214.08,121.08,1.76,5.44,3.17
en661,2/8/21 0:03,,,19,b,152,6,0.8134,2.2163,206,121,0.92,205.08,120.08,1.7,4.97,3.57
en661,2/8/21 0:03,,,19,c,152,6,0.8134,2.2163,211,122,0.92,210.08,121.08,1.73,5.21,3.41
en661,2/8/21 0:20,,,20,a,152,6,0.8134,2.2163,260,136,0.92,259.08,135.08,1.91,7.25,2.36
en661,2/8/21 0:20,,,20,b,152,6,0.8134,2.2163,245,131,0.92,244.08,130.08,1.87,6.67,2.59
en661,2/8/21 0:20,,,20,c,152,6,0.8134,2.2163,262,134,0.92,261.08,133.08,1.96,7.49,1.98
