cruise,date_time_utc,latitude,longitude,depth,fluorescence_post_cal,fluorescence_manufacturer_cal,iode_quality_flag,preferred_fluorometer
en649,2020-02-02 03:58:00,41.0306,-70.6659,5,1.77260342087956,1.2204,1,1
en649,2020-02-02 03:59:00,41.0306,-70.6621,5,1.82296128318682,1.2564,1,1
en649,2020-02-02 04:00:00,41.0306,-70.6584,5,1.88339071795553,1.2996,1,1
en649,2020-02-02 04:01:00,41.0306,-70.6547,5,1.88339071795553,1.2996,1,1
en649,2020-02-02 04:02:00,41.0291,-70.6519,5,1.89346229041698,1.3068,1,1
en649,2020-02-02 04:03:00,41.0277,-70.6493,5,1.88339071795553,1.2996,1,1
en649,2020-02-02 04:04:00,41.0297,-70.6474,5,2.05474733275105,1.4221,1,1
en649,2020-02-02 04:05:00,41.0321,-70.6489,5,1.77260342087956,1.2204,1,1
en649,2020-02-02 04:06:00,41.0324,-70.6525,5,1.79274656580247,1.2348,1,1
en649,2020-02-02 04:07:00,41.032,-70.6563,5,1.89346229041698,1.3068,1,1
en649,2020-02-02 04:08:00,41.0318,-70.6599,5,1.90353386287843,1.314,1,1
en649,2020-02-02 04:09:00,41.0316,-70.6636,5,1.92367700780133,1.3284,1,1
en649,2020-02-02 04:10:00,41.0314,-70.6673,5,1.83303285564827,1.2636,1,1
en649,2020-02-02 04:11:00,41.0311,-70.6708,5,1.83303285564827,1.2636,1,1
en649,2020-02-02 04:12:00,41.0309,-70.6745,5,1.73217724808291,1.1915,1,1
en649,2020-02-02 04:13:00,41.0307,-70.6782,5,1.73217724808291,1.1915,1,1
en649,2020-02-02 04:14:00,41.0305,-70.6818,5,1.74238870349521,1.1988,1,1
en649,2020-02-02 04:15:00,41.0304,-70.6854,5,1.82296128318682,1.2564,1,1
en649,2020-02-02 04:16:00,41.0302,-70.6891,5,1.81288971072537,1.2492,1,1
en649,2020-02-02 04:17:00,41.0299,-70.6927,5,1.75246027595666,1.206,1,1
en649,2020-02-02 04:18:00,41.0298,-70.6964,5,1.79274656580247,1.2348,1,1
en649,2020-02-02 04:19:00,41.0298,-70.7,5,1.81288971072537,1.2492,1,1
en649,2020-02-02 04:20:00,41.0297,-70.7036,5,1.97403487010859,1.3644,1,1
en649,2020-02-02 04:21:00,41.0297,-70.7072,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 04:22:00,41.0296,-70.7109,5,2.18567777474991,1.5157,1,1
en649,2020-02-02 04:23:00,41.0296,-70.7145,5,2.18567777474991,1.5157,1,1
en649,2020-02-02 04:24:00,41.0296,-70.7181,5,2.19574934721136,1.5229,1,1
en649,2020-02-02 04:25:00,41.0295,-70.7217,5,2.21589249213426,1.5373,1,1
en649,2020-02-02 04:26:00,41.0295,-70.7253,5,2.23603563705717,1.5517,1,1
en649,2020-02-02 04:27:00,41.0294,-70.729,5,2.26639023739237,1.5734,1,1
en649,2020-02-02 04:28:00,41.0294,-70.7326,5,2.26639023739237,1.5734,1,1
en649,2020-02-02 04:29:00,41.0293,-70.7362,5,2.22596406459571,1.5445,1,1
en649,2020-02-02 04:30:00,41.0293,-70.7398,5,2.25631866493092,1.5662,1,1
en649,2020-02-02 04:31:00,41.0293,-70.7434,5,2.23603563705717,1.5517,1,1
en649,2020-02-02 04:32:00,41.0292,-70.7471,5,2.16553462982701,1.5013,1,1
en649,2020-02-02 04:33:00,41.0291,-70.7507,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 04:34:00,41.0291,-70.7544,5,2.07489047767395,1.4365,1,1
en649,2020-02-02 04:35:00,41.0292,-70.758,5,2.00438947044379,1.3861,1,1
en649,2020-02-02 04:36:00,41.0293,-70.7617,5,1.94382015272423,1.3428,1,1
en649,2020-02-02 04:37:00,41.0292,-70.7653,5,1.88339071795553,1.2996,1,1
en649,2020-02-02 04:38:00,41.029,-70.7684,5,1.88339071795553,1.2996,1,1
en649,2020-02-02 04:39:00,41.029,-70.7708,5,1.89346229041698,1.3068,1,1
en649,2020-02-02 04:40:00,41.0292,-70.7726,5,1.87331914549407,1.2924,1,1
en649,2020-02-02 04:41:00,41.0298,-70.7733,5,1.85317600057117,1.278,1,1
en649,2020-02-02 04:42:00,41.0304,-70.7734,5,1.87331914549407,1.2924,1,1
en649,2020-02-02 04:43:00,41.031,-70.7736,5,1.87331914549407,1.2924,1,1
en649,2020-02-02 04:44:00,41.0313,-70.774,5,1.88339071795553,1.2996,1,1
en649,2020-02-02 04:45:00,41.0315,-70.7744,5,1.89346229041698,1.3068,1,1
en649,2020-02-02 04:46:00,41.0316,-70.7747,5,1.92367700780133,1.3284,1,1
en649,2020-02-02 04:47:00,41.0318,-70.7749,5,1.92367700780133,1.3284,1,1
en649,2020-02-02 04:48:00,41.032,-70.7752,5,1.93374858026278,1.3356,1,1
en649,2020-02-02 04:49:00,41.0322,-70.7755,5,1.89346229041698,1.3068,1,1
en649,2020-02-02 04:50:00,41.0325,-70.7757,5,1.92367700780133,1.3284,1,1
en649,2020-02-02 04:51:00,41.0327,-70.776,5,1.93374858026278,1.3356,1,1
en649,2020-02-02 04:52:00,41.0329,-70.7763,5,1.92367700780133,1.3284,1,1
en649,2020-02-02 04:53:00,41.033,-70.7766,5,1.95389172518568,1.35,1,1
en649,2020-02-02 04:54:00,41.0332,-70.7769,5,1.94382015272423,1.3428,1,1
en649,2020-02-02 04:55:00,41.0334,-70.7771,5,1.94382015272423,1.3428,1,1
en649,2020-02-02 04:56:00,41.0335,-70.7774,5,1.94382015272423,1.3428,1,1
en649,2020-02-02 04:57:00,41.0337,-70.7775,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 04:58:00,41.0339,-70.7777,5,1.95389172518568,1.35,1,1
en649,2020-02-02 04:59:00,41.0341,-70.778,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 05:00:00,41.0343,-70.7782,5,1.95389172518568,1.35,1,1
en649,2020-02-02 05:01:00,41.0344,-70.7785,5,1.99417801503149,1.3788,1,1
en649,2020-02-02 05:02:00,41.0346,-70.7788,5,2.03460418782814,1.4077,1,1
en649,2020-02-02 05:03:00,41.0348,-70.779,5,2.00438947044379,1.3861,1,1
en649,2020-02-02 05:04:00,41.0349,-70.7793,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 05:05:00,41.0351,-70.7795,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 05:06:00,41.0353,-70.7797,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 05:07:00,41.0355,-70.7799,5,2.00438947044379,1.3861,1,1
en649,2020-02-02 05:08:00,41.0358,-70.7806,5,2.03460418782814,1.4077,1,1
en649,2020-02-02 05:09:00,41.0356,-70.7817,5,2.05474733275105,1.4221,1,1
en649,2020-02-02 05:10:00,41.0355,-70.7837,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 05:11:00,41.0356,-70.7863,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 05:12:00,41.0356,-70.7895,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 05:13:00,41.0356,-70.7929,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 05:14:00,41.0355,-70.7964,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 05:15:00,41.0356,-70.7999,5,1.97403487010859,1.3644,1,1
en649,2020-02-02 05:16:00,41.0356,-70.8035,5,2.00438947044379,1.3861,1,1
en649,2020-02-02 05:17:00,41.0356,-70.807,5,2.05474733275105,1.4221,1,1
en649,2020-02-02 05:18:00,41.0355,-70.8105,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 05:19:00,41.0355,-70.8139,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 05:20:00,41.0354,-70.8175,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 05:21:00,41.0353,-70.8209,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 05:22:00,41.035,-70.8245,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 05:23:00,41.0343,-70.8278,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 05:24:00,41.0335,-70.8311,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 05:25:00,41.0325,-70.8344,5,2.02453261536669,1.4005,1,1
en649,2020-02-02 05:26:00,41.0315,-70.8376,5,2.15546305736556,1.4941,1,1
en649,2020-02-02 05:27:00,41.0305,-70.8408,5,2.14539148490411,1.4869,1,1
en649,2020-02-02 05:28:00,41.03,-70.8442,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 05:29:00,41.0299,-70.8477,5,2.16553462982701,1.5013,1,1
en649,2020-02-02 05:30:00,41.0298,-70.8512,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 05:31:00,41.0298,-70.8547,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 05:32:00,41.0301,-70.8582,5,2.0849620501354,1.4437,1,1
en649,2020-02-02 05:33:00,41.0302,-70.8616,5,2.05474733275105,1.4221,1,1
en649,2020-02-02 05:34:00,41.0302,-70.8651,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 05:35:00,41.0304,-70.8687,5,2.0849620501354,1.4437,1,1
en649,2020-02-02 05:36:00,41.0305,-70.8721,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 05:37:00,41.0305,-70.8756,5,2.07489047767395,1.4365,1,1
en649,2020-02-02 05:38:00,41.0306,-70.8792,5,2.09503362259685,1.4509,1,1
en649,2020-02-02 05:39:00,41.0306,-70.8826,5,2.14539148490411,1.4869,1,1
en649,2020-02-02 05:40:00,41.0305,-70.8862,5,2.15546305736556,1.4941,1,1
en649,2020-02-02 05:41:00,41.0305,-70.8898,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 05:42:00,41.0305,-70.8933,5,1.88339071795553,1.2996,1,1
en649,2020-02-02 05:43:00,41.0305,-70.8968,5,1.92367700780133,1.3284,1,1
en649,2020-02-02 05:44:00,41.0305,-70.9003,5,2.00438947044379,1.3861,1,1
en649,2020-02-02 05:45:00,41.0304,-70.9038,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 05:46:00,41.0303,-70.9073,5,2.18567777474991,1.5157,1,1
en649,2020-02-02 05:47:00,41.0303,-70.9108,5,2.15546305736556,1.4941,1,1
en649,2020-02-02 05:48:00,41.0303,-70.9144,5,2.13531991244266,1.4797,1,1
en649,2020-02-02 05:49:00,41.0303,-70.9179,5,2.05474733275105,1.4221,1,1
en649,2020-02-02 05:50:00,41.0303,-70.9214,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 05:51:00,41.0303,-70.9249,5,2.19574934721136,1.5229,1,1
en649,2020-02-02 05:52:00,41.0303,-70.9284,5,2.21589249213426,1.5373,1,1
en649,2020-02-02 05:53:00,41.0302,-70.932,5,2.31674809969963,1.6094,1,1
en649,2020-02-02 05:54:00,41.0302,-70.9355,5,2.42753539677559,1.6886,1,1
en649,2020-02-02 05:55:00,41.0302,-70.9389,5,2.5183194318795,1.7535,1,1
en649,2020-02-02 05:56:00,41.0302,-70.9424,5,2.43760696923704,1.6958,1,1
en649,2020-02-02 05:57:00,41.0301,-70.9459,5,2.26639023739237,1.5734,1,1
en649,2020-02-02 05:58:00,41.0301,-70.9494,5,2.14539148490411,1.4869,1,1
en649,2020-02-02 05:59:00,41.0301,-70.9528,5,2.09503362259685,1.4509,1,1
en649,2020-02-02 06:00:00,41.03,-70.9562,5,2.18567777474991,1.5157,1,1
en649,2020-02-02 06:01:00,41.03,-70.9597,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 06:02:00,41.0299,-70.9632,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 06:03:00,41.0299,-70.9667,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 06:04:00,41.0299,-70.9702,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 06:05:00,41.0299,-70.9736,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 06:06:00,41.0299,-70.9771,5,2.00438947044379,1.3861,1,1
en649,2020-02-02 06:07:00,41.0298,-70.9805,5,2.05474733275105,1.4221,1,1
en649,2020-02-02 06:08:00,41.0298,-70.9838,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 06:09:00,41.0299,-70.9865,5,2.15546305736556,1.4941,1,1
en649,2020-02-02 06:10:00,41.0299,-70.9888,5,2.27646180985382,1.5806,1,1
en649,2020-02-02 06:11:00,41.0299,-70.9911,5,2.31674809969963,1.6094,1,1
en649,2020-02-02 06:12:00,41.0299,-70.9927,5,2.33689124462253,1.6238,1,1
en649,2020-02-02 06:13:00,41.0302,-70.9936,5,2.30667652723818,1.6022,1,1
en649,2020-02-02 06:14:00,41.0304,-70.9941,5,2.32681967216108,1.6166,1,1
en649,2020-02-02 06:15:00,41.0304,-70.9945,5,2.34696281708398,1.631,1,1
en649,2020-02-02 06:16:00,41.0304,-70.9949,5,2.30667652723818,1.6022,1,1
en649,2020-02-02 06:17:00,41.0305,-70.9952,5,2.30667652723818,1.6022,1,1
en649,2020-02-02 06:18:00,41.0305,-70.9955,5,2.31674809969963,1.6094,1,1
en649,2020-02-02 06:19:00,41.0306,-70.9958,5,2.34696281708398,1.631,1,1
en649,2020-02-02 06:20:00,41.0306,-70.996,5,2.32681967216108,1.6166,1,1
en649,2020-02-02 06:21:00,41.0307,-70.9963,5,2.34696281708398,1.631,1,1
en649,2020-02-02 06:22:00,41.0308,-70.9965,5,2.30667652723818,1.6022,1,1
en649,2020-02-02 06:23:00,41.0308,-70.9968,5,2.35703438954543,1.6382,1,1
en649,2020-02-02 06:24:00,41.0309,-70.997,5,2.35703438954543,1.6382,1,1
en649,2020-02-02 06:25:00,41.0309,-70.9972,5,2.37717753446833,1.6526,1,1
en649,2020-02-02 06:26:00,41.031,-70.9974,5,2.36710596200688,1.6454,1,1
en649,2020-02-02 06:27:00,41.0311,-70.9977,5,2.33689124462253,1.6238,1,1
en649,2020-02-02 06:28:00,41.0311,-70.9979,5,2.34696281708398,1.631,1,1
en649,2020-02-02 06:29:00,41.0311,-70.9981,5,2.35703438954543,1.6382,1,1
en649,2020-02-02 06:30:00,41.0312,-70.9983,5,2.38724910692978,1.6598,1,1
en649,2020-02-02 06:31:00,41.0312,-70.9985,5,2.35703438954543,1.6382,1,1
en649,2020-02-02 06:32:00,41.0313,-70.9987,5,2.36710596200688,1.6454,1,1
en649,2020-02-02 06:33:00,41.0314,-70.9988,5,2.39732067939124,1.667,1,1
en649,2020-02-02 06:34:00,41.0314,-70.999,5,2.36710596200688,1.6454,1,1
en649,2020-02-02 06:35:00,41.0315,-70.9992,5,2.38724910692978,1.6598,1,1
en649,2020-02-02 06:36:00,41.0316,-70.9994,5,2.37717753446833,1.6526,1,1
en649,2020-02-02 06:37:00,41.0316,-70.9995,5,2.39732067939124,1.667,1,1
en649,2020-02-02 06:38:00,41.0317,-70.9997,5,2.40739225185269,1.6742,1,1
en649,2020-02-02 06:39:00,41.0318,-70.9998,5,2.40739225185269,1.6742,1,1
en649,2020-02-02 06:40:00,41.0319,-71.0002,5,2.37717753446833,1.6526,1,1
en649,2020-02-02 06:41:00,41.0318,-71.0012,5,2.40739225185269,1.6742,1,1
en649,2020-02-02 06:42:00,41.0318,-71.0029,5,2.40739225185269,1.6742,1,1
en649,2020-02-02 06:43:00,41.0316,-71.0052,5,2.40739225185269,1.6742,1,1
en649,2020-02-02 06:44:00,41.0312,-71.0076,5,2.41746382431414,1.6814,1,1
en649,2020-02-02 06:45:00,41.0304,-71.0107,5,2.28653338231527,1.5878,1,1
en649,2020-02-02 06:46:00,41.0303,-71.014,5,2.17560620228846,1.5085,1,1
en649,2020-02-02 06:47:00,41.0301,-71.0174,5,2.1252483399812,1.4725,1,1
en649,2020-02-02 06:48:00,41.03,-71.0208,5,2.07489047767395,1.4365,1,1
en649,2020-02-02 06:49:00,41.0299,-71.0242,5,2.07489047767395,1.4365,1,1
en649,2020-02-02 06:50:00,41.0299,-71.0277,5,2.03460418782814,1.4077,1,1
en649,2020-02-02 06:51:00,41.0299,-71.0311,5,1.97403487010859,1.3644,1,1
en649,2020-02-02 06:52:00,41.0299,-71.0346,5,2.03460418782814,1.4077,1,1
en649,2020-02-02 06:53:00,41.0299,-71.038,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 06:54:00,41.0299,-71.0414,5,1.99417801503149,1.3788,1,1
en649,2020-02-02 06:55:00,41.0299,-71.0449,5,2.05474733275105,1.4221,1,1
en649,2020-02-02 06:56:00,41.0299,-71.0483,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 06:57:00,41.0299,-71.0517,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 06:58:00,41.0299,-71.0552,5,2.03460418782814,1.4077,1,1
en649,2020-02-02 06:59:00,41.03,-71.0586,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 07:00:00,41.0301,-71.062,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 07:01:00,41.0302,-71.0654,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 07:02:00,41.0302,-71.0689,5,1.99417801503149,1.3788,1,1
en649,2020-02-02 07:03:00,41.0303,-71.0723,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 07:04:00,41.0303,-71.0757,5,1.97403487010859,1.3644,1,1
en649,2020-02-02 07:05:00,41.0303,-71.0791,5,1.99417801503149,1.3788,1,1
en649,2020-02-02 07:06:00,41.0302,-71.0826,5,2.07489047767395,1.4365,1,1
en649,2020-02-02 07:07:00,41.0301,-71.086,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 07:08:00,41.0301,-71.0895,5,2.05474733275105,1.4221,1,1
en649,2020-02-02 07:09:00,41.0301,-71.0929,5,2.07489047767395,1.4365,1,1
en649,2020-02-02 07:10:00,41.0301,-71.0963,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 07:11:00,41.0301,-71.0997,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 07:12:00,41.0301,-71.1032,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 07:13:00,41.0301,-71.1066,5,2.03460418782814,1.4077,1,1
en649,2020-02-02 07:14:00,41.0302,-71.1094,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 07:15:00,41.0313,-71.1109,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 07:16:00,41.0317,-71.1126,5,1.95389172518568,1.35,1,1
en649,2020-02-02 07:17:00,41.0306,-71.1138,5,1.94382015272423,1.3428,1,1
en649,2020-02-02 07:18:00,41.0292,-71.1131,5,1.93374858026278,1.3356,1,1
en649,2020-02-02 07:19:00,41.029,-71.1111,5,1.92367700780133,1.3284,1,1
en649,2020-02-02 07:20:00,41.0291,-71.1081,5,1.97403487010859,1.3644,1,1
en649,2020-02-02 07:21:00,41.0293,-71.1047,5,1.96396329764713,1.3572,1,1
en649,2020-02-02 07:22:00,41.0294,-71.1012,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 07:23:00,41.0294,-71.0976,5,2.03460418782814,1.4077,1,1
en649,2020-02-02 07:24:00,41.0293,-71.094,5,2.02453261536669,1.4005,1,1
en649,2020-02-02 07:25:00,41.0293,-71.0904,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 07:26:00,41.0294,-71.0868,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 07:27:00,41.0295,-71.0833,5,2.02453261536669,1.4005,1,1
en649,2020-02-02 07:28:00,41.0294,-71.0797,5,2.14539148490411,1.4869,1,1
en649,2020-02-02 07:29:00,41.0295,-71.0761,5,2.09503362259685,1.4509,1,1
en649,2020-02-02 07:30:00,41.0295,-71.0726,5,2.07489047767395,1.4365,1,1
en649,2020-02-02 07:31:00,41.0295,-71.0689,5,1.97403487010859,1.3644,1,1
en649,2020-02-02 07:32:00,41.0295,-71.0654,5,2.03460418782814,1.4077,1,1
en649,2020-02-02 07:33:00,41.0295,-71.0618,5,2.03460418782814,1.4077,1,1
en649,2020-02-02 07:34:00,41.0296,-71.0582,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 07:35:00,41.0296,-71.0547,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 07:36:00,41.0296,-71.0512,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 07:37:00,41.0296,-71.0475,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 07:38:00,41.0296,-71.0439,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 07:39:00,41.0296,-71.0403,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 07:40:00,41.0297,-71.0367,5,1.99417801503149,1.3788,1,1
en649,2020-02-02 07:41:00,41.0297,-71.0331,5,2.02453261536669,1.4005,1,1
en649,2020-02-02 07:42:00,41.0297,-71.0295,5,2.00438947044379,1.3861,1,1
en649,2020-02-02 07:43:00,41.0297,-71.0259,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 07:44:00,41.0298,-71.0224,5,1.96396329764713,1.3572,1,1
en649,2020-02-02 07:45:00,41.0298,-71.0187,5,1.97403487010859,1.3644,1,1
en649,2020-02-02 07:46:00,41.0298,-71.0152,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 07:47:00,41.0299,-71.0116,5,2.00438947044379,1.3861,1,1
en649,2020-02-02 07:48:00,41.03,-71.008,5,1.96396329764713,1.3572,1,1
en649,2020-02-02 07:49:00,41.03,-71.0044,5,2.02453261536669,1.4005,1,1
en649,2020-02-02 07:50:00,41.03,-71.0008,5,2.01446104290524,1.3933,1,1
en649,2020-02-02 07:51:00,41.03,-70.9972,5,2.0849620501354,1.4437,1,1
en649,2020-02-02 07:52:00,41.03,-70.9936,5,2.18567777474991,1.5157,1,1
en649,2020-02-02 07:53:00,41.03,-70.9901,5,2.22596406459571,1.5445,1,1
en649,2020-02-02 07:54:00,41.0301,-70.9865,5,2.25631866493092,1.5662,1,1
en649,2020-02-02 07:55:00,41.0301,-70.9828,5,2.28653338231527,1.5878,1,1
en649,2020-02-02 07:56:00,41.0302,-70.9793,5,2.27646180985382,1.5806,1,1
en649,2020-02-02 07:57:00,41.0302,-70.9756,5,2.09503362259685,1.4509,1,1
en649,2020-02-02 07:58:00,41.0302,-70.9721,5,2.0849620501354,1.4437,1,1
en649,2020-02-02 07:59:00,41.0303,-70.9685,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 08:00:00,41.0303,-70.9649,5,2.13531991244266,1.4797,1,1
en649,2020-02-02 08:01:00,41.0303,-70.9614,5,2.0648189052125,1.4293,1,1
en649,2020-02-02 08:02:00,41.0303,-70.9578,5,2.09503362259685,1.4509,1,1
en649,2020-02-02 08:03:00,41.0303,-70.9543,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 08:04:00,41.0303,-70.9507,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 08:05:00,41.0303,-70.9472,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 08:06:00,41.0304,-70.9436,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 08:07:00,41.0304,-70.94,5,2.09503362259685,1.4509,1,1
en649,2020-02-02 08:08:00,41.0303,-70.9364,5,2.16553462982701,1.5013,1,1
en649,2020-02-02 08:09:00,41.0303,-70.9328,5,2.27646180985382,1.5806,1,1
en649,2020-02-02 08:10:00,41.0304,-70.9293,5,2.49803640400575,1.739,1,1
en649,2020-02-02 08:11:00,41.0304,-70.9257,5,2.41746382431414,1.6814,1,1
en649,2020-02-02 08:12:00,41.0303,-70.9221,5,2.33689124462253,1.6238,1,1
en649,2020-02-02 08:13:00,41.0301,-70.9186,5,2.26639023739237,1.5734,1,1
en649,2020-02-02 08:14:00,41.03,-70.9151,5,2.0849620501354,1.4437,1,1
en649,2020-02-02 08:15:00,41.03,-70.9115,5,1.95389172518568,1.35,1,1
en649,2020-02-02 08:16:00,41.0301,-70.9079,5,1.99417801503149,1.3788,1,1
en649,2020-02-02 08:17:00,41.0303,-70.9044,5,1.99417801503149,1.3788,1,1
en649,2020-02-02 08:18:00,41.0302,-70.9009,5,2.00438947044379,1.3861,1,1
en649,2020-02-02 08:19:00,41.0301,-70.8974,5,1.99417801503149,1.3788,1,1
en649,2020-02-02 08:20:00,41.0303,-70.8938,5,1.98410644257004,1.3716,1,1
en649,2020-02-02 08:21:00,41.0305,-70.8904,5,2.0446757602896,1.4149,1,1
en649,2020-02-02 08:22:00,41.0306,-70.8869,5,2.13531991244266,1.4797,1,1
en649,2020-02-02 08:23:00,41.0306,-70.8844,5,2.15546305736556,1.4941,1,1
en649,2020-02-02 08:24:00,41.0302,-70.8831,5,2.18567777474991,1.5157,1,1
en649,2020-02-02 08:25:00,41.0296,-70.8827,5,2.14539148490411,1.4869,1,1
en649,2020-02-02 08:26:00,41.0294,-70.8826,5,2.18567777474991,1.5157,1,1
en649,2020-02-02 08:27:00,41.0292,-70.8829,5,2.19574934721136,1.5229,1,1
en649,2020-02-02 08:28:00,41.0291,-70.8829,5,2.14539148490411,1.4869,1,1
en649,2020-02-02 08:29:00,41.0291,-70.8831,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 08:30:00,41.0292,-70.8833,5,2.14539148490411,1.4869,1,1
en649,2020-02-02 08:31:00,41.0293,-70.8834,5,2.15546305736556,1.4941,1,1
en649,2020-02-02 08:32:00,41.0294,-70.8835,5,2.14539148490411,1.4869,1,1
en649,2020-02-02 08:33:00,41.0294,-70.8836,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 08:34:00,41.0294,-70.8837,5,2.15546305736556,1.4941,1,1
en649,2020-02-02 08:34:00,41.0294,-70.8837,5,2.15546305736556,1.4941,1,1
en649,2020-02-02 08:35:00,41.0295,-70.8838,5,2.1252483399812,1.4725,1,1
en649,2020-02-02 08:36:00,41.0295,-70.8839,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 08:37:00,41.0295,-70.8841,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 08:38:00,41.0295,-70.8842,5,2.14539148490411,1.4869,1,1
en649,2020-02-02 08:39:00,41.0296,-70.8843,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 08:40:00,41.0296,-70.8844,5,2.1252483399812,1.4725,1,1
en649,2020-02-02 08:41:00,41.0297,-70.8845,5,2.13531991244266,1.4797,1,1
en649,2020-02-02 08:42:00,41.0297,-70.8846,5,2.13531991244266,1.4797,1,1
en649,2020-02-02 08:43:00,41.0298,-70.8847,5,2.13531991244266,1.4797,1,1
en649,2020-02-02 08:44:00,41.0298,-70.8848,5,2.13531991244266,1.4797,1,1
en649,2020-02-02 08:45:00,41.0299,-70.8849,5,2.16553462982701,1.5013,1,1
en649,2020-02-02 08:46:00,41.03,-70.885,5,2.15546305736556,1.4941,1,1
en649,2020-02-02 08:47:00,41.03,-70.8851,5,2.16553462982701,1.5013,1,1
en649,2020-02-02 08:48:00,41.0301,-70.8852,5,2.17560620228846,1.5085,1,1
en649,2020-02-02 08:49:00,41.0301,-70.8854,5,2.13531991244266,1.4797,1,1
en649,2020-02-02 08:50:00,41.0302,-70.8855,5,2.13531991244266,1.4797,1,1
en649,2020-02-02 08:51:00,41.0302,-70.8856,5,2.1252483399812,1.4725,1,1
en649,2020-02-02 08:52:00,41.0302,-70.8858,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 08:53:00,41.0302,-70.8859,5,2.1252483399812,1.4725,1,1
en649,2020-02-02 08:54:00,41.0303,-70.886,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 08:55:00,41.0303,-70.8862,5,2.14539148490411,1.4869,1,1
en649,2020-02-02 08:56:00,41.0303,-70.8863,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 08:57:00,41.0304,-70.8864,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 08:58:00,41.0304,-70.8865,5,2.1051051950583,1.4581,1,1
en649,2020-02-02 08:59:00,41.0305,-70.8866,5,2.11517676751975,1.4653,1,1
en649,2020-02-02 09:00:00,41.0305,-70.8867,5,2.11517676751975,1.4653,1,1
